"Title","imdb.id","date","movie","rank","rating","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","DVD","BoxOffice","Production","Website","Response","short.title","freq","weeks.past"
"Maleficent","tt1587310",2014-06-22,"Maleficent",6,7.4,"2014","PG",2014-05-30,97,"Action, Adventure, Family","Robert Stromberg","Linda Woolverton, Charles Perrault (based from the story ""La Belle au bois dormant"" by), Jacob Grimm (based from the story ""Little Briar Rose"" by), Wilhelm Grimm (based from the story ""Little Briar Rose"" by), Erdman Penner (based from the motion picture ""Sleeping Beauty"",  story adaptation by), Joe Rinaldi (based from the motion picture ""Sleeping Beauty"",  screenplay by), Winston Hibler (based from the motion picture ""Sleeping Beauty"",  screenplay by), Bill Peet (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ted Sears (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ralph Wright (based from the motion picture ""Sleeping Beauty"",  screenplay by), Milt Banta (based from the motion picture ""Sleeping Beauty"",  screenplay by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","English","USA, UK","1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg",56,7.4,78278,"movie",49,"rotten",5.6,187,91,96,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",74,3.9,137166,NA,232100000,"Walt Disney Pictures","http://disney.com/Maleficent","True","Maleficent","2",NA
"Maleficent","tt1587310",2014-08-17,"Maleficent",1,7.4,"2014","PG",2014-05-30,97,"Action, Adventure, Family","Robert Stromberg","Linda Woolverton, Charles Perrault (based from the story ""La Belle au bois dormant"" by), Jacob Grimm (based from the story ""Little Briar Rose"" by), Wilhelm Grimm (based from the story ""Little Briar Rose"" by), Erdman Penner (based from the motion picture ""Sleeping Beauty"",  story adaptation by), Joe Rinaldi (based from the motion picture ""Sleeping Beauty"",  screenplay by), Winston Hibler (based from the motion picture ""Sleeping Beauty"",  screenplay by), Bill Peet (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ted Sears (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ralph Wright (based from the motion picture ""Sleeping Beauty"",  screenplay by), Milt Banta (based from the motion picture ""Sleeping Beauty"",  screenplay by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","English","USA, UK","1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg",56,7.4,78278,"movie",49,"rotten",5.6,187,91,96,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",74,3.9,137166,NA,232100000,"Walt Disney Pictures","http://disney.com/Maleficent","True","Maleficent","2",NA
"Maleficent","tt1587310",2014-08-31,"Maleficent",1,7.4,"2014","PG",2014-05-30,97,"Action, Adventure, Family","Robert Stromberg","Linda Woolverton, Charles Perrault (based from the story ""La Belle au bois dormant"" by), Jacob Grimm (based from the story ""Little Briar Rose"" by), Wilhelm Grimm (based from the story ""Little Briar Rose"" by), Erdman Penner (based from the motion picture ""Sleeping Beauty"",  story adaptation by), Joe Rinaldi (based from the motion picture ""Sleeping Beauty"",  screenplay by), Winston Hibler (based from the motion picture ""Sleeping Beauty"",  screenplay by), Bill Peet (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ted Sears (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ralph Wright (based from the motion picture ""Sleeping Beauty"",  screenplay by), Milt Banta (based from the motion picture ""Sleeping Beauty"",  screenplay by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","English","USA, UK","1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg",56,7.4,78278,"movie",49,"rotten",5.6,187,91,96,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",74,3.9,137166,NA,232100000,"Walt Disney Pictures","http://disney.com/Maleficent","True","Maleficent","2",NA
"Maleficent","tt1587310",2014-08-24,"Maleficent",1,7.4,"2014","PG",2014-05-30,97,"Action, Adventure, Family","Robert Stromberg","Linda Woolverton, Charles Perrault (based from the story ""La Belle au bois dormant"" by), Jacob Grimm (based from the story ""Little Briar Rose"" by), Wilhelm Grimm (based from the story ""Little Briar Rose"" by), Erdman Penner (based from the motion picture ""Sleeping Beauty"",  story adaptation by), Joe Rinaldi (based from the motion picture ""Sleeping Beauty"",  screenplay by), Winston Hibler (based from the motion picture ""Sleeping Beauty"",  screenplay by), Bill Peet (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ted Sears (based from the motion picture ""Sleeping Beauty"",  screenplay by), Ralph Wright (based from the motion picture ""Sleeping Beauty"",  screenplay by), Milt Banta (based from the motion picture ""Sleeping Beauty"",  screenplay by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","English","USA, UK","1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg",56,7.4,78278,"movie",49,"rotten",5.6,187,91,96,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",74,3.9,137166,NA,232100000,"Walt Disney Pictures","http://disney.com/Maleficent","True","Maleficent","2",NA
"Mama","tt2023587",2013-04-28,"Mama",8,6.4,"2013","PG-13",2013-01-18,100,"Horror","Andrés Muschietti","Andrés Muschietti (story), Barbara Muschietti (story), Neil Cross (screenplay), Andrés Muschietti (screenplay), Barbara Muschietti (screenplay)","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse","Annabel and Lucas are faced with the challenge of raising his young nieces that were left alone in the forest for 5 years.... but how alone were they?","English","Canada, Spain","11 wins & 12 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg",57,6.3,96008,"movie",65,"fresh",6,149,97,52,"If you're into old-school scares over cheap gore, you'll be able to get over Mama's confusing script and contrived plot devices.",56,3.4,141093,2013-05-07,71600000,"Universal Pictures","http://www.mamamovie.com/","True","Mama","2",0
"Mama","tt2023587",2013-04-21,"Mama",6,6.4,"2013","PG-13",2013-01-18,100,"Horror","Andrés Muschietti","Andrés Muschietti (story), Barbara Muschietti (story), Neil Cross (screenplay), Andrés Muschietti (screenplay), Barbara Muschietti (screenplay)","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse","Annabel and Lucas are faced with the challenge of raising his young nieces that were left alone in the forest for 5 years.... but how alone were they?","English","Canada, Spain","11 wins & 12 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg",57,6.3,96008,"movie",65,"fresh",6,149,97,52,"If you're into old-school scares over cheap gore, you'll be able to get over Mama's confusing script and contrived plot devices.",56,3.4,141093,2013-05-07,71600000,"Universal Pictures","http://www.mamamovie.com/","True","Mama","2",0
"Man of Steel","tt0770828",2013-07-14,"Man of Steel",8,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-11-03,"Man of Steel",8,7.5,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-07-21,"Man of Steel",5,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-07-07,"Man of Steel",5,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-10-20,"Man of Steel",1,7.5,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-06-23,"Man of Steel",4,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-10-27,"Man of Steel",3,7.5,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-07-28,"Man of Steel",7,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Man of Steel","tt0770828",2013-06-30,"Man of Steel",3,8,"2013","PG-13",2013-06-14,143,"Action, Adventure, Fantasy","Zack Snyder","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.","English","USA, Canada, UK","4 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg",55,7.3,396957,"movie",55,"rotten",6.2,287,159,128,"Man of Steel provides exhilarating action and spectacle to overcome its detours into generic blockbuster territory.",76,3.9,428235,2013-11-12,2.91e+08,"Warner Bros. Pictures","http://manofsteel.warnerbros.com","True","Man of Steel","9",0
"Monsters University","tt1453405",2013-10-20,"Monsters University",10,7.5,"2013","G",2013-06-21,104,"Animation, Adventure, Comedy","Dan Scanlon","Dan Scanlon (story), Daniel Gerson (story), Robert L. Baird (story), Daniel Gerson (screenplay), Robert L. Baird (screenplay), Dan Scanlon (screenplay)","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren","A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.","English","USA","Nominated for 1 BAFTA Film Award. Another 11 wins & 39 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg",65,7.4,154249,"movie",78,"certified",6.8,183,143,40,"It doesn't scale the heights of Pixar's finest efforts, but Monsters University is still funny and thoughtful family entertainment for viewers of any age.",82,4,300750,2013-10-29,268500000,"Walt Disney Pictures","http://www.disney.com/MonstersUniversity","True","MonstrsUnvrsty","2",0
"Monsters University","tt1453405",2013-10-13,"Monsters University",6,7.5,"2013","G",2013-06-21,104,"Animation, Adventure, Comedy","Dan Scanlon","Dan Scanlon (story), Daniel Gerson (story), Robert L. Baird (story), Daniel Gerson (screenplay), Robert L. Baird (screenplay), Dan Scanlon (screenplay)","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren","A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.","English","USA","Nominated for 1 BAFTA Film Award. Another 11 wins & 39 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg",65,7.4,154249,"movie",78,"certified",6.8,183,143,40,"It doesn't scale the heights of Pixar's finest efforts, but Monsters University is still funny and thoughtful family entertainment for viewers of any age.",82,4,300750,2013-10-29,268500000,"Walt Disney Pictures","http://www.disney.com/MonstersUniversity","True","MonstrsUnvrsty","2",0
"Movie 43","tt1333125",2013-04-28,"Movie 43",6,4.4,"2013","R",2013-01-25,94,"Comedy","Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Rocky Russo, Jeremy Sosenko, Ricky Blitt, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Bill O'Malley (story), Will Graham, Jack Kukoda, Rocky Russo, Jeremy Sosenko, Matt Portenoy, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Claes Kjellstrom (story), Jonas Wittenmark (story), Tobias Carlson (story), Will Carlough, Jonathan van Tulleken, Elizabeth Shapiro, Patrik Forsberg, Olle Sarri, Jacob Fleisher, Greg Pritikin, Rocky Russo, Jeremy Sosenko, James Gunn","Dennis Quaid, Greg Kinnear, Common, Charlie Saxton","A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.","English","USA","3 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg",18,4.4,60968,"movie",4,"rotten",2.3,76,3,73,"A star-studded turkey, Movie 43 is loaded with gleefully offensive and often scatological gags, but it's largely bereft of laughs.",24,2.2,33570,2013-06-18,8800000,"Relativity Media","http://www.facebook.com/WhatIsMovie43","True","Movie 43","1",0
"Muppets Most Wanted","tt2281587",2014-07-13,"Muppets Most Wanted",6,6.8,"2014","PG",2014-03-21,107,"Adventure, Comedy, Crime","James Bobin","James Bobin, Nicholas Stoller, Jim Henson (based on)","Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.","English, German","USA","2 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BNDY2MTE0ODM4NF5BMl5BanBnXkFtZTgwMDI3Mjc2MDE@._V1_SX300.jpg",61,6.7,10341,"movie",79,"certified",6.8,167,132,35,"While it may not reach the delirious heights of The Muppets, Muppets Most Wanted still packs in enough clever gags, catchy songs, and celebrity cameos to satisfy fans of all ages.",63,3.6,59043,2014-08-12,51200000,"Walt Disney Pictures","http://muppets.disney.com/muppets-most-wanted","True","MuppetsMstWntd","1",0
"Need for Speed","tt2369135",2014-07-20,"Need For Speed",1,7.1,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Need for Speed","tt2369135",2014-08-03,"Need For Speed",8,7.1,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Need for Speed","tt2369135",2014-04-20,"Need For Speed",7,7.3,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Need for Speed","tt2369135",2014-07-13,"Need For Speed",3,7.1,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Need for Speed","tt2369135",2014-08-10,"Need For Speed",10,7.1,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Need for Speed","tt2369135",2014-07-27,"Need For Speed",4,7.1,"2014","PG-13",2014-03-14,132,"Action, Crime, Drama","Scott Waugh","George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","English","USA, Philippines, Ireland, UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg",39,6.8,73945,"movie",22,"rotten",4.3,154,34,120,"With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",62,3.6,52453,2014-08-05,43600000,"Walt Disney Studios","http://TheNeedForSpeedMovie.com","True","Need for Speed","6",1
"Neighbors","tt2004420",2014-09-07,"Neighbors",9,6.7,"2014","R",2014-05-09,97,"Comedy","Nicholas Stoller","Andrew J. Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas","A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.","English","USA","2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg",68,6.9,57198,"movie",73,"certified",6.3,197,144,53,"With plenty of bawdy humor evenly spread between its well-matched stars, Neighbors earns its R rating -- and filmgoers' laughs.",70,3.7,106331,2014-09-23,149800000,"Universal Pictures","http://www.neighbors-movie.com/","True","Neighbors","1",0
"Neighbors","tt2004420",2014-08-31,"Neighbors",4,6.7,"2014","R",2014-05-09,97,"Comedy","Nicholas Stoller","Andrew J. Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas","A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.","English","USA","2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg",68,6.9,57198,"movie",73,"certified",6.3,197,144,53,"With plenty of bawdy humor evenly spread between its well-matched stars, Neighbors earns its R rating -- and filmgoers' laughs.",70,3.7,106331,2014-09-23,149800000,"Universal Pictures","http://www.neighbors-movie.com/","True","Neighbors","1",0
"Neighbors","tt2004420",2014-06-29,"Neighbors",6,7,"2014","R",2014-05-09,97,"Comedy","Nicholas Stoller","Andrew J. Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas","A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.","English","USA","2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg",68,6.9,57198,"movie",73,"certified",6.3,197,144,53,"With plenty of bawdy humor evenly spread between its well-matched stars, Neighbors earns its R rating -- and filmgoers' laughs.",70,3.7,106331,2014-09-23,149800000,"Universal Pictures","http://www.neighbors-movie.com/","True","Neighbors","1",0
